ID,Path,Title,Type,Location,Size bytes,Status candidate,Last modification,Last commit,Related module,Related specification (heuristic),Related code / tests,Authority candidate
DOC-0072,.kiro/docs/reports/components/MCP_SERVERS_QUICK_GUIDE.md,دليل سريع - خوادم MCP الجديدة,GUIDE,.kiro/docs/reports/components,1754,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Flutter UI / UX,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-0073,.kiro/docs/reports/components/MCP_STATUS.md,حالة خوادم MCP - ملخص سريع,STATUS,.kiro/docs/reports/components,1464,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0074,.kiro/docs/reports/components/MCP_USAGE_EXAMPLES.md,أمثلة استخدام خوادم MCP,UNKNOWN,.kiro/docs/reports/components,7298,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0075,.kiro/docs/reports/components/README.md,تقارير المكونات - بصير MVP,GUIDE,.kiro/docs/reports/components,2532,HISTORICAL_OR_STATUS,2025-12-29T21:52:19+03:00,e19f81ab07bea087097bea1bd68850501be70504,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-0076,.kiro/docs/reports/enhancements/ALL_ENHANCEMENTS_COMPLETE.md,تقرير إكمال جميع التحسينات الموصى بها,UNKNOWN,.kiro/docs/reports/enhancements,6817,COMPLETED_CLAIM,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0077,.kiro/docs/reports/enhancements/CI_CD_ENHANCEMENTS_COMPLETION_REPORT.md,تقرير إكمال تحسينات CI/CD,STATUS,.kiro/docs/reports/enhancements,19776,COMPLETED_CLAIM,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Delivery / operations,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0078,.kiro/docs/reports/enhancements/EXAMPLES_COMPLETION_REPORT.md,تقرير إكمال الأمثلة العملية,STATUS,.kiro/docs/reports/enhancements,14357,COMPLETED_CLAIM,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0079,.kiro/docs/reports/enhancements/FINAL_ENHANCEMENTS_SUMMARY.md,الملخص النهائي - جميع التحسينات,STATUS,.kiro/docs/reports/enhancements,2359,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0080,.kiro/docs/reports/enhancements/QUICK_START_COMPLETION_REPORT.md,تقرير إكمال دليل البدء السريع وتحديث README,STATUS,.kiro/docs/reports/enhancements,18417,COMPLETED_CLAIM,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Flutter UI / UX,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0081,.kiro/docs/reports/enhancements/README.md,تقارير التحسينات - بصير MVP,GUIDE,.kiro/docs/reports/enhancements,3654,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-0082,.kiro/docs/reports/enhancements/RECOMMENDED_ENHANCEMENTS_PLAN.md,خطة التحسينات الموصى بها,PLAN,.kiro/docs/reports/enhancements,11664,PLANNING_CANDIDATE,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L5 — planning only
DOC-0083,.kiro/docs/reports/git/EXECUTIVE_SUMMARY.md,Executive Summary - Git Push Issue Resolution,REPORT,.kiro/docs/reports/git,7117,HISTORICAL_OR_STATUS,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0084,.kiro/docs/reports/git/FINAL_SOLUTION.md,الحل النهائي - Git Push Issue,STATUS,.kiro/docs/reports/git,6667,HISTORICAL_OR_STATUS,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0085,.kiro/docs/reports/git/GIT_CLEANUP_EXECUTION_COMPLETE.md,✅ تقرير التنفيذ الكامل - تنظيف المستودع,UNKNOWN,.kiro/docs/reports/git,11803,COMPLETED_CLAIM,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0086,.kiro/docs/reports/git/GIT_CLEANUP_QUICK_SUMMARY.md,✅ ملخص سريع - تنظيف المستودع,REPORT,.kiro/docs/reports/git,3891,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Flutter UI / UX,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0087,.kiro/docs/reports/git/GIT_HOOKS_QUICK_SUMMARY.md,✅ ملخص سريع - اختبار Git Hooks,REPORT,.kiro/docs/reports/git,1768,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Flutter UI / UX,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0088,.kiro/docs/reports/git/GIT_HOOKS_TEST_REPORT.md,🎉 تقرير اختبار Git Hooks - نجاح كامل!,REPORT,.kiro/docs/reports/git,13593,HISTORICAL_OR_STATUS,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Testing,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0089,.kiro/docs/reports/git/GIT_PLANS_ANALYSIS_AND_REORGANIZATION.md,📊 تحليل شامل: ملفات خطط إدارة Git وإعادة التنظيم,PLAN,.kiro/docs/reports/git,17548,PLANNING_CANDIDATE,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L5 — planning only
DOC-0090,.kiro/docs/reports/git/GIT_PUSH_FAILURE_ROOT_CAUSE_ANALYSIS.md,Git Push Failure - Root Cause Analysis,ANALYSIS,.kiro/docs/reports/git,7899,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0091,.kiro/docs/reports/git/GIT_PUSH_SOLUTION_REPORT.md,Git Push Solution Report - Final Analysis,REPORT,.kiro/docs/reports/git,10276,HISTORICAL_OR_STATUS,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0092,.kiro/docs/reports/git/GIT_REPOSITORY_CLEANUP_REPORT.md,📊 تقرير تنظيف المستودع الشامل,REPORT,.kiro/docs/reports/git,13536,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0093,.kiro/docs/reports/git/README.md,تقارير Git,GUIDE,.kiro/docs/reports/git,3479,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-0094,.kiro/docs/reports/kiro/COMPLETE_INTEGRATION_SUMMARY.md,ملخص التكامل الكامل - kiro-workflow-prompts,REPORT,.kiro/docs/reports/kiro,15901,COMPLETED_CLAIM,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Integration,.kiro/specs/active/basir_master_specification/07_INTEGRATION_PROTOCOLS.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0095,.kiro/docs/reports/kiro/DOCUMENTATION_ORGANIZATION_SUCCESS.md,✅ نجاح تنظيم التوثيق,STATUS,.kiro/docs/reports/kiro,2114,HISTORICAL_OR_STATUS,2025-12-29T21:52:19+03:00,e19f81ab07bea087097bea1bd68850501be70504,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0096,.kiro/docs/reports/kiro/INTEGRATION_FINAL_REPORT.md,تقرير نهائي شامل: kiro-workflow-prompts Integration,STATUS,.kiro/docs/reports/kiro,12707,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Integration,.kiro/specs/active/basir_master_specification/07_INTEGRATION_PROTOCOLS.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0097,.kiro/docs/reports/kiro/INTEGRATION_SUMMARY.md,ملخص دمج kiro-workflow-prompts,REPORT,.kiro/docs/reports/kiro,5471,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Integration,.kiro/specs/active/basir_master_specification/07_INTEGRATION_PROTOCOLS.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0098,.kiro/docs/reports/kiro/KIRO_AUDIT_COMPLETION_REPORT.md,تقرير إتمام مراجعة مجلد .kiro/,STATUS,.kiro/docs/reports/kiro,11384,COMPLETED_CLAIM,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0099,.kiro/docs/reports/kiro/KIRO_AUDIT_SUMMARY.md,ملخص مراجعة مجلد .kiro/,REPORT,.kiro/docs/reports/kiro,6613,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0100,.kiro/docs/reports/kiro/KIRO_COMPREHENSIVE_AUDIT_REPORT.md,تقرير المراجعة الشاملة لمجلد .kiro/,REPORT,.kiro/docs/reports/kiro,28190,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0101,.kiro/docs/reports/kiro/KIRO_IMPROVEMENT_FINAL_REPORT.md,.kiro/ Improvement - Final Report,STATUS,.kiro/docs/reports/kiro,7033,HISTORICAL_OR_STATUS,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0102,.kiro/docs/reports/kiro/KIRO_RECOMMENDATIONS.md,توصيات تحسين مجلد .kiro/,UNKNOWN,.kiro/docs/reports/kiro,17063,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0103,.kiro/docs/reports/kiro/KIRO_STRATEGIC_BLUEPRINT.md,Kiro Strategic Workspace - بصير MVP,PLAN,.kiro/docs/reports/kiro,18484,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L5 — planning only
DOC-0104,.kiro/docs/reports/kiro/KIRO_WORKFLOW_PROMPTS_ANALYSIS.md,تحليل شامل: kiro-workflow-prompts,ANALYSIS,.kiro/docs/reports/kiro,19612,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0105,.kiro/docs/reports/kiro/KIRO_WORKFLOW_PROMPTS_INTEGRATION_REPORT.md,تقرير دمج kiro-workflow-prompts,REPORT,.kiro/docs/reports/kiro,15043,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Integration,.kiro/specs/active/basir_master_specification/07_INTEGRATION_PROTOCOLS.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0106,.kiro/docs/reports/kiro/README.md,تقارير Kiro Workflow - بصير MVP,GUIDE,.kiro/docs/reports/kiro,4161,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-0107,.kiro/docs/reports/kiro/REPOSITORY_IMPROVEMENTS_COMPLETE.md,تقرير التحسينات المكتملة للمستودع,UNKNOWN,.kiro/docs/reports/kiro,9156,COMPLETED_CLAIM,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0108,.kiro/docs/reports/phases/PHASE2_COMPLETION_REPORT.md,Phase 2 Completion Report - Prompts Enhancement,STATUS,.kiro/docs/reports/phases,10262,COMPLETED_CLAIM,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0109,.kiro/docs/reports/phases/PHASE3_COMPLETION_REPORT.md,Phase 3 Completion Report - Additional Enhancements,STATUS,.kiro/docs/reports/phases,7067,COMPLETED_CLAIM,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0110,.kiro/docs/reports/phases/PHASE_1_2_FINAL_REPORT.md,تقرير نهائي: Phase 1 & 2 - kiro-workflow-prompts Integration,STATUS,.kiro/docs/reports/phases,6735,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0111,.kiro/docs/reports/phases/PHASE_1_COMPLETION_REPORT.md,Phase 1 Completion Report,STATUS,.kiro/docs/reports/phases,1749,COMPLETED_CLAIM,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0112,.kiro/docs/reports/phases/PHASE_2_COMPLETION_REPORT.md,Phase 2 Completion Report,STATUS,.kiro/docs/reports/phases,4393,COMPLETED_CLAIM,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0113,.kiro/docs/reports/phases/PHASE_3_COMPLETION_REPORT.md,Phase 3 Completion Report,STATUS,.kiro/docs/reports/phases,2494,COMPLETED_CLAIM,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0114,.kiro/docs/reports/phases/README.md,تقارير المراحل - بصير MVP,GUIDE,.kiro/docs/reports/phases,2794,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-0115,.kiro/docs/reports/quality/BLUEPRINT_ACTIVATION.md,تفعيل Kiro Strategic Workspace,PLAN,.kiro/docs/reports/quality,10738,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Tax / VAT,.kiro/specs/active/basir_master_specification/02_ACCOUNTING_ENGINE.md,See traceability matrix; not inferred from pathname alone,L5 — planning only
DOC-0116,.kiro/docs/reports/quality/QUALITY_ASSESSMENT.md,📊 تقييم الجودة والأداء الشامل,REPORT,.kiro/docs/reports/quality,13225,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0117,.kiro/docs/reports/quality/README.md,تقارير الجودة - بصير MVP,GUIDE,.kiro/docs/reports/quality,2810,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-0118,.kiro/docs/reports/quality/SETUP_VERIFICATION.md,✅ التحقق من إعداد Kiro Strategic Workspace,UNKNOWN,.kiro/docs/reports/quality,6395,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0119,.kiro/docs/reports/reorganization/COMPLETE_PROJECT_REORGANIZATION_FINAL_REPORT.md,التقرير النهائي الشامل: إعادة تنظيم المشروع,STATUS,.kiro/docs/reports/reorganization,14178,COMPLETED_CLAIM,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0120,.kiro/docs/reports/reorganization/DOCUMENTATION_REORGANIZATION_COMPLETION_REPORT.md,🎉 تقرير إكمال إعادة تنظيم الوثائق,STATUS,.kiro/docs/reports/reorganization,12912,COMPLETED_CLAIM,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0121,.kiro/docs/reports/reorganization/DOCUMENTATION_REORGANIZATION_QUICK_SUMMARY.md,ملخص سريع - إعادة تنظيم الوثائق,REPORT,.kiro/docs/reports/reorganization,2492,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Flutter UI / UX,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0122,.kiro/docs/reports/reorganization/DOCUMENTATION_REORGANIZATION_REPORT.md,تقرير إعادة تنظيم الوثائق,REPORT,.kiro/docs/reports/reorganization,12832,HISTORICAL_OR_STATUS,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0123,.kiro/docs/reports/reorganization/MAINTENANCE_TOOLS_IMPLEMENTATION_REPORT.md,تقرير تنفيذ: أدوات الصيانة والوقاية,REPORT,.kiro/docs/reports/reorganization,8113,HISTORICAL_OR_STATUS,2025-12-29T21:52:19+03:00,e19f81ab07bea087097bea1bd68850501be70504,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0124,.kiro/docs/reports/reorganization/PROJECT_FINAL_STATUS_AND_RECOMMENDATIONS.md,الحالة النهائية والتوصيات,STATUS,.kiro/docs/reports/reorganization,9135,HISTORICAL_OR_STATUS,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0125,.kiro/docs/reports/reorganization/PROJECT_ROOT_CLEANUP_ANALYSIS.md,تحليل شامل: تنظيف جذر المشروع,ANALYSIS,.kiro/docs/reports/reorganization,14914,HISTORICAL_OR_STATUS,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
